"","Number","Name","Country","Region","Type","Activity.Evidence","Last.Known.Eruption","Latitude","Longitude","Elevation..Meters.","Dominant.Rock.Type","Tectonic.Setting","year","yearCE","last_time_eruption"
"128",222071,"Elmenteita Badlands","Kenya","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",-0.52,36.27,2126,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"129",222080,"Eburru, Ol Doinyo","Kenya","Africa and Red Sea","Complex","Evidence Credible","Unknown",-0.65,36.22,2856,"Rhyolite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"130",222090,"Olkaria","Kenya","Africa and Red Sea","Pyroclastic cone(s)","Eruption Dated","1770 CE",-0.904,36.292,2434,"Rhyolite","Rift Zone / Continental Crust (>25 km)","1770","CE",1770
"131",222100,"Longonot","Kenya","Africa and Red Sea","Stratovolcano","Eruption Dated","1863 CE",-0.914,36.446,2776,"Trachyte / Trachydacite","Rift Zone / Continental Crust (>25 km)","1863","CE",1863
"132",222110,"Suswa","Kenya","Africa and Red Sea","Shield","Evidence Credible","Unknown",-1.151,36.357,2356,"Phonolite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"133",222120,"Lengai, Ol Doinyo","Tanzania","Africa and Red Sea","Stratovolcano","Eruption Observed","2013 CE",-2.764,35.914,2962,"Foidite","Rift Zone / Continental Crust (>25 km)","2013","CE",2013
"134",222130,"Chyulu Hills","Kenya","Africa and Red Sea","Volcanic field","Eruption Dated","1855 CE",-2.68,37.88,2188,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","1855","CE",1855
"135",222150,"Kilimanjaro","Tanzania","Africa and Red Sea","Stratovolcano","Evidence Credible","Unknown",-3.07,37.35,5895,"Phonolite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"136",222160,"Meru","Tanzania","Africa and Red Sea","Stratovolcano","Eruption Observed","1910 CE",-3.25,36.75,4565,"Phonolite","Rift Zone / Continental Crust (>25 km)","1910","CE",1910
"137",222161,"Igwisi Hills","Tanzania","Africa and Red Sea","Pyroclastic cone(s)","Eruption Dated","10450 BCE",-4.889,31.933,1146,"Foidite","Rift Zone / Continental Crust (>25 km)","10450","BCE",-10450
"138",222164,"Ngozi","Tanzania","Africa and Red Sea","Caldera","Eruption Dated","1450 CE",-8.989,33.554,2614,"Trachyte / Trachydacite","Rift Zone / Continental Crust (>25 km)","1450","CE",1450
"139",222166,"Rungwe","Tanzania","Africa and Red Sea","Stratovolcano","Eruption Dated","1250 CE",-9.135,33.668,2953,"Trachyte / Trachydacite","Rift Zone / Continental Crust (>25 km)","1250","CE",1250
"140",222170,"Kyejo","Tanzania","Africa and Red Sea","Stratovolcano","Eruption Observed","1800 CE",-9.229,33.792,2176,"Trachyte / Trachydacite","Rift Zone / Continental Crust (>25 km)","1800","CE",1800
"141",222803,"Bogoria","Kenya","Africa and Red Sea","Shield","Unrest / Pleistocene","Unknown",0.25,36.08,0,"","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"142",223001,"Fort Portal","Uganda","Africa and Red Sea","Tuff cone(s)","Eruption Dated","2120 BCE",0.7,30.25,1615,"Foidite","Rift Zone / Continental Crust (>25 km)","2120","BCE",-2120
"143",223002,"Kyatwa","Uganda","Africa and Red Sea","Tuff cone(s)","Evidence Uncertain","Unknown",0.45,30.25,1430,"Foidite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"144",223003,"Katwe-Kikorongo","Uganda","Africa and Red Sea","Tuff cone(s)","Evidence Credible","Unknown",-0.08,29.92,1067,"Foidite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"145",223004,"Bunyaruguru","Uganda","Africa and Red Sea","Maar(s)","Evidence Credible","Unknown",-0.2,30.08,1554,"Foidite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"146",223005,"Katunga","Uganda","Africa and Red Sea","Tuff cone","Evidence Credible","Unknown",-0.471,30.191,1707,"Foidite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"147",223020,"Nyamuragira","DR Congo","Africa and Red Sea","Shield","Eruption Observed","2015 CE",-1.408,29.2,3058,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","2015","CE",2015
"148",223030,"Nyiragongo","DR Congo","Africa and Red Sea","Stratovolcano","Eruption Observed","2016 CE",-1.52,29.25,3470,"Foidite","Rift Zone / Continental Crust (>25 km)","2016","CE",2016
"149",223040,"Karisimbi","DR Congo-Rwanda","Africa and Red Sea","Stratovolcano","Eruption Dated","8050 BCE",-1.506,29.45,4490,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","8050","BCE",-8050
"150",223050,"Visoke","DR Congo-Rwanda","Africa and Red Sea","Stratovolcano","Eruption Observed","1957 CE",-1.458,29.485,3696,"Trachyandesite / Basaltic Trachyandesite","Rift Zone / Continental Crust (>25 km)","1957","CE",1957
"151",223060,"Muhavura","Uganda-Rwanda","Africa and Red Sea","Stratovolcano","Evidence Credible","Unknown",-1.383,29.678,4103,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"152",223070,"Bufumbira","Uganda","Africa and Red Sea","Pyroclastic cone(s)","Evidence Uncertain","Unknown",-1.23,29.72,2440,"Phono-tephrite /  Tephri-phonolite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"153",223080,"Tshibinda","DR Congo","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",-2.32,28.75,1460,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"154",224002,"San Carlos","Equatorial Guinea","Africa and Red Sea","Shield","Evidence Credible","Unknown",3.35,8.52,2260,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"155",224003,"San Joaquin","Equatorial Guinea","Africa and Red Sea","Shield","Evidence Credible","Unknown",3.35,8.63,2009,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"156",224004,"Santa Isabel","Equatorial Guinea","Africa and Red Sea","Shield","Eruption Observed","1923 CE",3.58,8.75,3007,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1923","CE",1923
"157",224010,"Cameroon","Cameroon","Africa and Red Sea","Stratovolcano","Eruption Observed","2000 CE",4.203,9.17,4095,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","2000","CE",2000
"158",224011,"Tombel Graben","Cameroon","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",4.758,9.717,500,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"159",224030,"Oku Volcanic Field","Cameroon","Africa and Red Sea","Stratovolcano","Evidence Uncertain","Unknown",6.25,10.5,3011,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"160",224040,"Ngaoundere Plateau","Cameroon","Africa and Red Sea","Volcanic field","Evidence Uncertain","Unknown",7.25,13.67,0,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"161",224050,"Biu Plateau","Nigeria","Africa and Red Sea","Volcanic field","Evidence Uncertain","Unknown",10.75,12,0,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"162",225001,"Todra Volcanic Field","Niger","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",17.68,8.5,1780,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"163",225002,"Tin Zaouatene Volcanic Field","Mali","Africa and Red Sea","Volcanic field","Evidence Credible","Unknown",19.83,2.83,0,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"164",225003,"In Ezzane Volcanic Field","Algeria-Niger","Africa and Red Sea","Volcanic field","Evidence Uncertain","Unknown",23,10.83,0,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"165",225004,"Tahalra Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",22.67,5,1467,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"166",225005,"Atakor Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",23.33,5.83,2918,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"167",225006,"Manzaz Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone(s)","Evidence Credible","Unknown",23.92,5.83,1672,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"168",225009,"Toh, Tarso","Chad","Africa and Red Sea","Volcanic field","Evidence Credible","Unknown",21.33,16.33,2000,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"169",225010,"Tousside, Tarso","Chad","Africa and Red Sea","Stratovolcano","Evidence Credible","Unknown",21.03,16.45,3265,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"170",225020,"Voon, Tarso","Chad","Africa and Red Sea","Stratovolcano","Unrest / Holocene","Unknown",20.92,17.28,3100,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"171",225021,"Koussi, Emi","Chad","Africa and Red Sea","Pyroclastic shield","Evidence Credible","Unknown",19.8,18.53,3415,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"172",225030,"Marra, Jebel","Sudan","Africa and Red Sea","Volcanic field","Eruption Dated","2000 BCE",12.95,24.27,3042,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","2000","BCE",-2000
"173",225040,"Kutum Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone(s)","Evidence Uncertain","Unknown",14.57,25.85,0,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"174",225050,"Meidob Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone(s)","Eruption Dated","2950 BCE",15.32,26.47,2000,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","2950","BCE",-2950
"175",225060,"Bayuda Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone(s)","Eruption Dated","850 CE",18.33,32.75,670,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","850","CE",850
"176",230010,"Sharat Kovakab","Syria","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",36.53,40.85,534,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"177",230020,"Unnamed","Syria","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1222 CE",36.67,37,0,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","1222","CE",1222
"178",231001,"Harrat Ash Shamah","Syria-Jordan-Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1850 CE",32.333,37.583,1100,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1850","CE",1850
"179",231010,"Rahah, Harrat ar","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",27.8,36.17,1950,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"180",231020,"Uwayrid, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Dated","640 CE",27.08,37.25,1920,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","640","CE",640
"181",231040,"Lunayyir, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1000 CE",25.17,37.75,1370,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1000","CE",1000
"182",231050,"Ithnayn, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",26.58,40.2,1625,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"183",231060,"Khaybar, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","650 CE",25,39.92,2093,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","650","CE",650
"184",231070,"Rahat, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1256 CE",23.08,39.78,1744,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1256","CE",1256
"185",231071,"Kishb, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",22.8,41.38,1475,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"186",231072,"Birk, Harrat al","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",18.37,41.63,587,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"187",231080,"Yar, Jabal","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1810 CE",17.05,42.83,305,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1810","CE",1810
"188",231090,"Arhab, Harra of","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","500 CE",15.63,44.08,3100,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","500","CE",500
"189",231100,"Marha, Jabal el-","Yemen","Middle East and Indian Ocean","Tuff cone","Evidence Uncertain","Unknown",15.245,44.236,2506,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"190",231110,"Haylan, Jabal","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Dated","1200 BCE",15.4,45.1,1550,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1200","BCE",-1200
"191",231120,"Dhamar, Harras of","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1937 CE",14.57,44.67,3500,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1937","CE",1937
"192",231160,"Sawad, Harra Es-","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1253 CE",13.58,46.12,1737,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","1253","CE",1253
"193",231170,"Bal Haf, Harra of","Yemen","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",14.067,48.3,604,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"194",231180,"Bir Borhut","Yemen","Middle East and Indian Ocean","Volcanic field","Evidence Uncertain","Unknown",15.55,50.63,0,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"195",232001,"Sahand","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown",37.75,46.43,3707,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"196",232002,"Sabalan","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown",38.268,47.835,4784,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"197",232010,"Damavand","Iran","Middle East and Indian Ocean","Stratovolcano","Eruption Dated","5350 BCE",35.951,52.109,5670,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental Crust (>25 km)","5350","BCE",-5350
"198",232020,"Qal'eh Hasan Ali","Iran","Middle East and Indian Ocean","Maar(s)","Evidence Uncertain","Unknown",29.4,57.57,0,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"199",232030,"Bazman","Iran","Middle East and Indian Ocean","Stratovolcano","Unrest / Holocene","Unknown",28.07,60,3490,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"200",232040,"Kuh-e Nader","Iran","Middle East and Indian Ocean","Volcanic field","Evidence Uncertain","Unknown",28.17,60.67,1500,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"201",232050,"Taftan","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown",28.6,61.13,3940,"Andesite / Basaltic Andesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"202",233001,"Grille, La","Comoros","Middle East and Indian Ocean","Shield","Evidence Credible","Unknown",-11.47,43.33,1087,"Trachybasalt / Tephrite Basanite","Intraplate / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"203",233005,"Mayotte Island","France","Middle East and Indian Ocean","Shield","Eruption Dated","2050 BCE",-12.83,45.17,660,"Basalt / Picro-Basalt","Intraplate / Oceanic Crust (< 15 km)","2050","BCE",-2050
"204",233010,"Karthala","Comoros","Middle East and Indian Ocean","Shield","Eruption Observed","2007 CE",-11.75,43.38,2361,"Basalt / Picro-Basalt","Intraplate / Oceanic Crust (< 15 km)","2007","CE",2007
"205",233011,"Ambre-Bobaomby","Madagascar","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown",-12.6,49.15,1475,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"206",233012,"Nosy-Be","Madagascar","Middle East and Indian Ocean","Pyroclastic cone(s)","Evidence Credible","Unknown",-13.32,48.48,214,"Foidite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"207",233013,"Ankaizina Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone(s)","Evidence Credible","Unknown",-14.3,48.67,2878,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"208",233014,"Itasy Volcanic Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone(s)","Eruption Dated","6050 BCE",-19,46.77,1800,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","6050","BCE",-6050
"209",233015,"Ankaratra Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone(s)","Evidence Credible","Unknown",-19.4,47.2,2644,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"210",233020,"Fournaise, Piton de la","France","Middle East and Indian Ocean","Shield","Eruption Observed","2016 CE",-21.244,55.708,2632,"Basalt / Picro-Basalt","Intraplate / Oceanic Crust (< 15 km)","2016","CE",2016
"211",234000,"Boomerang Seamount","France","Middle East and Indian Ocean","Submarine","Eruption Dated","1995 CE",-37.721,77.825,-650,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1995","CE",1995
"212",234001,"Amsterdam Island","France","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown",-37.83,77.52,881,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"213",234002,"St. Paul","France","Middle East and Indian Ocean","Stratovolcano","Eruption Observed","1793 CE",-38.72,77.53,268,"Basalt / Picro-Basalt","Rift Zone / Oceanic Crust (< 15 km)","1793","CE",1793
"214",234010,"Heard","Australia","Middle East and Indian Ocean","Stratovolcano","Eruption Observed","2016 CE",-53.106,73.513,2745,"Trachybasalt / Tephrite Basanite","Intraplate / Oceanic Crust (< 15 km)","2016","CE",2016
"215",234011,"McDonald Islands","Australia","Middle East and Indian Ocean","Complex","Eruption Observed","2005 CE",-53.03,72.6,230,"Phonolite","Intraplate / Oceanic Crust (< 15 km)","2005","CE",2005
